video_id,comment_id,video_title,channel_name,channel_id,author_name,author_channel_id,text,source_query,source_group,dataset_sources,author_handle,published_text,like_count_text,reply_count,is_pinned,viewer_rating,texto_original,like_count_observado,like_count,texto_paso1,tiene_url,menciones_encontradas,hashtags_encontrados,emojis_encontrados,num_emojis,texto_limpio,tokens_limpios,longitud_original,longitud_limpia,sentiment_input,sentiment_status,sentiment,p_NEG,p_NEU,p_POS,token_count,truncated,confidence,low_confidence,sentiment_score,model_id,model_revision,author_community,video_community,internal
6W4u8sGEnGM,UgxkcFai5KbeHyhGbnF4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@JorgeMunoz-gd9et,UC-HeUTT6_g-VoiWds2a4H-w,Señor presidente enfoque se en combatir la delincuencia y usted será recordado como el mejor presidente de Guatemala,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@JorgeMunoz-gd9et,hace 6 días,,0,False,,Señor presidente enfoque se en combatir la delincuencia y usted será recordado como el mejor presidente de Guatemala                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,False,0,señor presidente enfoque se en combatir la delincuencia y usted será recordado como el mejor presidente de guatemala,False,[],[],[],0,señor presidente enfoque combatir delincuencia recordar presidente guatemala,"['señor', 'presidente', 'enfoque', 'combatir', 'delincuencia', 'recordar', 'presidente', 'guatemala']",1024,76,Señor presidente enfoque se en combatir la delincuencia y usted será recordado como el mejor presidente de Guatemala,classified,POS,0.12240275740623474,0.3064438998699188,0.5711533427238464,20,False,0.5711533427238464,True,0.4487505853176117,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,2,2,True
n8iP75gIpmw,Ugxl5bLZ1llR9fV0V0l4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@alfonsomorales2653,UC2Y_EHWQKevubk4vOEBBFxw,"Demos Like y comentemos en este tipo de contenido, asi mas gente se entera de estos tranzas
                                                                                                                                                                                                                                                                                               Risa dá que pida que hanlen de lo que ""hace bien""..... Es su trabajo pedazo de M",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@alfonsomorales2653,hace 2 años,1.0,0,False,,"Demos Like y comentemos en este tipo de contenido, asi mas gente se entera de estos tranzas
                                                                                                                                                                                                                                                                                               Risa dá que pida que hanlen de lo que ""hace bien""..... Es su trabajo pedazo de M                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",True,1,demos like y comentemos en este tipo de contenido asi mas gente se entera de estos tranzas risa dá que pida que hanlen de lo que hace bien es su trabajo pedazo de m,False,[],[],[],0,demo like coment tipo contenido gente entera tranzas risa dá pedir hanlar trabajo pedazo m,"['demo', 'like', 'coment', 'tipo', 'contenido', 'gente', 'entera', 'tranzas', 'risa', 'dá', 'pedir', 'hanlar', 'trabajo', 'pedazo', 'm']",1401,90,"Demos Like y comentemos en este tipo de contenido, asi mas gente se entera de estos tranzas
   Risa dá que pida que hanlen de lo que ""hace bien""... Es su trabajo pedazo de M",classified,NEG,0.7926536202430725,0.1639293134212494,0.0434170626103878,47,False,0.7926536202430725,False,-0.7492365576326847,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
j43HgwYFKfk,UgxoLjEjkngSVGZvO1N4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@inge_vergueta,UCpsKOkt5iWTbenzeuq7dsmQ,👏👏👏👏👏👏,@quorumgt,topic,j43HgwYFKfk_out_comments.csv | quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@inge_vergueta,hace 1 año,2.0,0,False,,👏👏👏👏👏👏                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,True,2,,False,[],[],"['👏', '👏', '👏', '👏', '👏', '👏']",6,,[],1018,0,emoji manos aplaudiendo emoji  emoji manos aplaudiendo emoji  emoji manos aplaudiendo emoji,classified,NEU,0.17449265718460083,0.5716180205345154,0.2538893520832062,21,False,0.5716180205345154,True,0.07939669489860535,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,7,1,False
n8iP75gIpmw,Ugxoc10_rBva4f6IW2N4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@TeresaLucero-b5o,UCwW2OFy95P7ZBkOPxWkpvYg,Que devuelvan el pisto ...,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@TeresaLucero-b5o,hace 2 años,1.0,0,False,,Que devuelvan el pisto ...                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,True,1,que devuelvan el pisto,False,[],[],[],0,devolver pisto,"['devolver', 'pisto']",1024,14,Que devuelvan el pisto ...,classified,NEU,0.238459512591362,0.6776947379112244,0.08384571224451065,7,False,0.6776947379112244,False,-0.15461380034685135,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
yLZS3JiEBg8,UgxovP0Yh3_qrKdrKrp4AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@marioramirez299,UCwEe1RKlEv1UpNWmWYfSh4w,"Primera contradicción ¿Cómo le van a poner un conjunto de reglas a un ""libre mercado"". Al hacer la ley ya no será un libre mercado.
                                                                                                                                                                                                                                                                                               
                                                                                                                                                                                                                                                                                               El problema no es la falta de ley. El problema es el sistema capitalista. No hay que darle tanta vuelta",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@marioramirez299,hace 2 años,,0,False,,"Primera contradicción ¿Cómo le van a poner un conjunto de reglas a un ""libre mercado"". Al hacer la ley ya no será un libre mercado.
                                                                                                                                                                                                                                                                                               
                                                                                                                                                                                                                                                                                               El problema no es la falta de ley. El problema es el sistema capitalista. No hay que darle tanta vuelta                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",False,0,primera contradicción cómo le van a poner un conjunto de reglas a un libre mercado al hacer la ley ya no será un libre mercado el problema no es la falta de ley el problema es el sistema capitalista no hay que darle tanta vuelta,False,[],[],[],0,contradicción conjunto regla libre mercado ley libre mercado problema falta ley problema sistema capitalista dar él tanto vuelta,"['contradicción', 'conjunto', 'regla', 'libre', 'mercado', 'ley', 'libre', 'mercado', 'problema', 'falta', 'ley', 'problema', 'sistema', 'capitalista', 'dar él', 'tanto', 'vuelta']",1732,128,"Primera contradicción ¿Cómo le van a poner un conjunto de reglas a un ""libre mercado"". Al hacer la ley ya no será un libre mercado.
   
   El problema no es la falta de ley. El problema es el sistema capitalista. No hay que darle tanta vuelta",classified,NEG,0.9123978018760681,0.08226686716079712,0.005335334222763777,60,False,0.9123978018760681,False,-0.9070624676533043,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,7,7,True
n8iP75gIpmw,UgxpFKbiejsVGSNIcTh4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@nestormendez6216,UCQtICyzWmhC5woCtbNgaSmg,Esa bancada Cabal y otros siguen en la terquedad de gastar en comida. A nadie le deben pagar su comida. A nadie. NADIE.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@nestormendez6216,hace 2 años,,0,False,,Esa bancada Cabal y otros siguen en la terquedad de gastar en comida. A nadie le deben pagar su comida. A nadie. NADIE.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,False,0,esa bancada cabal y otros siguen en la terquedad de gastar en comida a nadie le deben pagar su comida a nadie nadie,False,[],[],[],0,bancado cabal seguir terquedad gastar comida pagar comida,"['bancado', 'cabal', 'seguir', 'terquedad', 'gastar', 'comida', 'pagar', 'comida']",1024,57,Esa bancada Cabal y otros siguen en la terquedad de gastar en comida. A nadie le deben pagar su comida. A nadie. NADIE.,classified,NEG,0.947300136089325,0.04611681401729584,0.006583104375749826,27,False,0.947300136089325,False,-0.9407170317135751,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
n8iP75gIpmw,UgxqEChOyWebtVaqy-V4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@cuabatzjj5924,UCDlr1VadSucIZgZ171pRBjQ,Soy yo vi Cua Batz,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@cuabatzjj5924,hace 2 años,,0,False,,Soy yo vi Cua Batz                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,False,0,soy yo vi cua batz,False,[],[],[],0,ver cua batz,"['ver', 'cua', 'batz']",1024,12,Soy yo vi Cua Batz,classified,NEU,0.2019902914762497,0.5743104219436646,0.22369933128356934,8,False,0.5743104219436646,True,0.02170903980731964,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
n8iP75gIpmw,UgxqSfWMWvqMX8tiC5x4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@fredymendez1786,UCHhHUjaMAZ8SiXdCUCj9DkQ,"me imagino que en los horarios que deberian de estar trabajando estan durmiendo por eso aparecen , dicen que trabajando pero es es solamente haciendo carnitas asadas y cerveciando.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@fredymendez1786,hace 2 años,2.0,0,False,,"me imagino que en los horarios que deberian de estar trabajando estan durmiendo por eso aparecen , dicen que trabajando pero es es solamente haciendo carnitas asadas y cerveciando.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",True,2,me imagino que en los horarios que deberian de estar trabajando estan durmiendo por eso aparecen dicen que trabajando pero es es solamente haciendo carnitas asadas y cerveciando,False,[],[],[],0,imaginar horario deberiar trabajar dormir aparecer trabajar carnita asada cerveciar,"['imaginar', 'horario', 'deberiar', 'trabajar', 'dormir', 'aparecer', 'trabajar', 'carnita', 'asada', 'cerveciar']",1022,83,"me imagino que en los horarios que deberian de estar trabajando estan durmiendo por eso aparecen , dicen que trabajando pero es es solamente haciendo carnitas asadas y cerveciando.",classified,NEG,0.5992349982261658,0.3796980082988739,0.021066991612315178,35,False,0.5992349982261658,True,-0.5781680066138506,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
lj983NWyAQY,UgxrZBO3MtEqcgXAIEN4AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@elenaluarca9377,UCxKR3RA8T-kxMgq_2WWhRcQ,"Que bueno que Guatemala sea una cuidad bonita y ojalá todos los proyectos sean realidad. Se los deseo con todo corazón de una salvadoreña que gusta mucho de la cuidad de Guatemala , donde me crie y viví por mucho tiempo y la considero mi segundo país, viva Guatemala y viva todo Centroamérica.",Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@elenaluarca9377,hace 7 años,329.0,5,False,,"Que bueno que Guatemala sea una cuidad bonita y ojalá todos los proyectos sean realidad. Se los deseo con todo corazón de una salvadoreña que gusta mucho de la cuidad de Guatemala , donde me crie y viví por mucho tiempo y la considero mi segundo país, viva Guatemala y viva todo Centroamérica.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",True,329,que bueno que guatemala sea una cuidad bonita y ojalá todos los proyectos sean realidad se los deseo con todo corazón de una salvadoreña que gusta mucho de la cuidad de guatemala donde me crie y viví por mucho tiempo y la considero mi segundo país viva guatemala y viva todo centroamérica,False,[],[],[],0,guatemala cuidad bonito ojalá proyecto realidad desear corazón salvadoreño gustar cuidad guatemala crie viví tiempo considero país vivo guatemala vivir centroamérico,"['guatemala', 'cuidad', 'bonito', 'ojalá', 'proyecto', 'realidad', 'desear', 'corazón', 'salvadoreño', 'gustar', 'cuidad', 'guatemala', 'crie', 'viví', 'tiempo', 'considero', 'país', 'vivo', 'guatemala', 'vivir', 'centroamérico']",1022,165,"Que bueno que Guatemala sea una cuidad bonita y ojalá todos los proyectos sean realidad. Se los deseo con todo corazón de una salvadoreña que gusta mucho de la cuidad de Guatemala , donde me crie y viví por mucho tiempo y la considero mi segundo país, viva Guatemala y viva todo Centroamérica.",classified,POS,0.002790501108393073,0.021153399720788002,0.9760560989379883,59,False,0.9760560989379883,False,0.9732655978295952,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,3,3,True
3Nfp9h5avBI,UgxswojCyw1a0RuHVEp4AaABAg,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",Noticiero Guatevisión 13 Hrs.,UCdSVqHGHzyMTXSafUHY-e-w,@alfonsowilian9157,UCJxJC56BSAX-ArD0NAb9qnQ,La persona encargada del ecosistema que ayude a este problema.,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@alfonsowilian9157,hace 22 horas,,0,False,,La persona encargada del ecosistema que ayude a este problema.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,False,0,la persona encargada del ecosistema que ayude a este problema,False,[],[],[],0,persona encargado ecosistema ayudar problema,"['persona', 'encargado', 'ecosistema', 'ayudar', 'problema']",1024,44,La persona encargada del ecosistema que ayude a este problema.,classified,NEU,0.14586110413074493,0.7918102741241455,0.06232863664627075,14,False,0.7918102741241455,False,-0.08353246748447418,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,11,11,True
lj983NWyAQY,UgxuO_1lX_-jTQfAzZx4AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@rolandojuchuna484,UCqilIa8r7iek5sGYg_q6ofA,Sería  muy bueno construir el tren a nivel departamentales hacia la ciudad de Guatemala,Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@rolandojuchuna484,hace 7 años,52.0,1,False,,Sería  muy bueno construir el tren a nivel departamentales hacia la ciudad de Guatemala                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,True,52,sería muy bueno construir el tren a nivel departamentales hacia la ciudad de guatemala,False,[],[],[],0,construir tren nivel departamental ciudad guatemala,"['construir', 'tren', 'nivel', 'departamental', 'ciudad', 'guatemala']",1024,51,Sería  muy bueno construir el tren a nivel departamentales hacia la ciudad de Guatemala,classified,POS,0.013281839899718761,0.1331906020641327,0.8535275459289551,18,False,0.8535275459289551,False,0.8402457060292363,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,3,3,True
3Nfp9h5avBI,UgxudaO35O8XcM9Wu4t4AaABAg,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",Noticiero Guatevisión 13 Hrs.,UCdSVqHGHzyMTXSafUHY-e-w,@MiguelJordan-n3g,UCyor0Mmm0ivLX2jIdyGp84Q,Q  recuerdos esta dejando semiya se pierden armas del estado la delincuencia no reduse,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@MiguelJordan-n3g,hace 23 horas,,0,False,,Q  recuerdos esta dejando semiya se pierden armas del estado la delincuencia no reduse                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,False,0,q recuerdos esta dejando semiya se pierden armas del estado la delincuencia no reduse,False,[],[],[],0,q recuerdo dejar semiya perder arma delincuencia reduse,"['q', 'recuerdo', 'dejar', 'semiya', 'perder', 'arma', 'delincuencia', 'reduse']",1024,55,Q  recuerdos esta dejando semiya se pierden armas del estado la delincuencia no reduse,classified,NEG,0.9613690376281738,0.032388243824243546,0.006242659874260426,19,False,0.9613690376281738,False,-0.9551263777539134,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,11,11,True
j43HgwYFKfk,UgxvgdNqovIhqUZDxUx4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@carloslam5333,UCpe5jW3MIqkgTJ-PgkzvM6Q,Y los estudiantes de la usac que han echo?,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@carloslam5333,hace 1 año,1.0,0,False,,Y los estudiantes de la usac que han echo?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,True,1,y los estudiantes de la usac que han echo,False,[],[],[],0,estudiante usac acer,"['estudiante', 'usac', 'acer']",1024,20,Y los estudiantes de la usac que han echo?,classified,NEG,0.6938778162002563,0.29587724804878235,0.010244975797832012,13,False,0.6938778162002563,False,-0.6836328404024243,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,1,1,True
n8iP75gIpmw,UgxvmbFNm6tYRX6yfLN4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@eusebiovasquez4385,UCz3gu01bmjNv0DpRq-K3XYg,Pero que trabajo ase este delincuente si sólo robar,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@eusebiovasquez4385,hace 2 años,1.0,0,False,,Pero que trabajo ase este delincuente si sólo robar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,True,1,pero que trabajo ase este delincuente si sólo robar,False,[],[],[],0,trabajar ar delincuente robar,"['trabajar', 'ar', 'delincuente', 'robar']",1024,29,Pero que trabajo ase este delincuente si sólo robar,classified,NEG,0.9272072315216064,0.06218574941158295,0.010606907308101654,11,False,0.9272072315216064,False,-0.9166003242135048,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
j43HgwYFKfk,Ugxvt0tvqY4UlDS2hoh4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@jorgeaguilar-bq3uj,UCuXmOjxC-htcprLgeVXz6Tg,"FUERA MAZARIEGOS DE LA USAC, TÍTERE DEL PACTO DE CORRUPTOS!!!
                                                                                                                                                                                                                                                                                               Guatemala necesita que CICIG vuelva y reinicie la lucha anti corrupción, el pacto de corruptos encabezado por la fundación contra el terrorismo ya tiene cooptadas todas las instituciones de justicia, especialmente el MP. 👍⚖️",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@jorgeaguilar-bq3uj,hace 1 año,1.0,0,False,,"FUERA MAZARIEGOS DE LA USAC, TÍTERE DEL PACTO DE CORRUPTOS!!!
                                                                                                                                                                                                                                                                                               Guatemala necesita que CICIG vuelva y reinicie la lucha anti corrupción, el pacto de corruptos encabezado por la fundación contra el terrorismo ya tiene cooptadas todas las instituciones de justicia, especialmente el MP. 👍⚖️                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ",True,1,fuera mazariegos de la usac títere del pacto de corruptos guatemala necesita que cicig vuelva y reinicie la lucha anti corrupción el pacto de corruptos encabezado por la fundación contra el terrorismo ya tiene cooptadas todas las instituciones de justicia especialmente el mp,False,[],[],"['👍', '⚖️']",2,mazariego usac títere pacto corrupto guatemala necesitar cicig volver reinicie lucha anti corrupción pacto corrupto encabezado fundación terrorismo cooptada institución justicia especialmente mp,"['mazariego', 'usac', 'títere', 'pacto', 'corrupto', 'guatemala', 'necesitar', 'cicig', 'volver', 'reinicie', 'lucha', 'anti', 'corrupción', 'pacto', 'corrupto', 'encabezado', 'fundación', 'terrorismo', 'cooptada', 'institución', 'justicia', 'especialmente', 'mp']",1373,194,"FUERA MAZARIEGOS DE LA USAC, TÍTERE DEL PACTO DE CORRUPTOS!!!
   Guatemala necesita que CICIG vuelva y reinicie la lucha anti corrupción, el pacto de corruptos encabezado por la fundación contra el terrorismo ya tiene cooptadas todas las instituciones de justicia, especialmente el MP.  emoji pulgar hacia arriba emoji  emoji balanza emoji",classified,NEG,0.7943186163902283,0.18588954210281372,0.019791852682828903,76,False,0.7943186163902283,False,-0.7745267637073994,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,1,1,True
PjmxCj-a9Hg,UgxvxNmPMdRuRDptJQN4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@juandeleon9060,UCNIeXbV_mEwpa412h1aqUWw,Porque. No salen. Acombatir LA seguridad. En las calles. Acombatir LA corruption. Policiacas...,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@juandeleon9060,hace 1 año,2.0,0,False,,Porque. No salen. Acombatir LA seguridad. En las calles. Acombatir LA corruption. Policiacas...                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,True,2,porque no salen acombatir la seguridad en las calles acombatir la corruption policiacas,False,[],[],[],0,salir acombatir seguridad calle acombatir corruption policiaco,"['salir', 'acombatir', 'seguridad', 'calle', 'acombatir', 'corruption', 'policiaco']",1024,62,Porque. No salen. Acombatir LA seguridad. En las calles. Acombatir LA corruption. Policiacas...,classified,NEG,0.8530575633049011,0.1331998109817505,0.013742647133767605,24,False,0.8530575633049011,False,-0.8393149161711335,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4,4,True
n8iP75gIpmw,Ugxw_1trnd8loD3302V4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@dantesarti4351,UCySYJU5kUh7X8gVt9la2ISA,"Porque no hacen sus reuniones de ''trabajo'' en el comedor de doña Chonita, como dijo giammattei, almuerzos de Q25.00 y pagados con sus sueldos.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@dantesarti4351,hace 1 año,,0,False,,"Porque no hacen sus reuniones de ''trabajo'' en el comedor de doña Chonita, como dijo giammattei, almuerzos de Q25.00 y pagados con sus sueldos.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",False,0,porque no hacen sus reuniones de trabajo en el comedor de doña chonita como dijo giammattei almuerzos de q y pagados con sus sueldos,False,[],[],[],0,reunión trabajo comedor doña chonita giammattei almuerzo q pagado sueldo,"['reunión', 'trabajo', 'comedor', 'doña', 'chonita', 'giammattei', 'almuerzo', 'q', 'pagado', 'sueldo']",1022,72,"Porque no hacen sus reuniones de ''trabajo'' en el comedor de doña Chonita, como dijo giammattei, almuerzos de Q25.00 y pagados con sus sueldos.",classified,NEG,0.7945012450218201,0.1956639438867569,0.00983483623713255,38,False,0.7945012450218201,False,-0.7846664087846875,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
n8iP75gIpmw,UgxxNu7QTJHuAgFaEYN4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@virgiliogarcia3039,UCHTGCgY2l-DQJIvlA_cpa_Q,El pueblo ya estaba trankilo ya que segun decian les habian quitado el almuerzo a esos ladronasos pero me estoy dando cuenta que no el pueblo les estamos pagando un sueldo jugoso y todabia pagando sus comidas que desgracia que hase ese presidente del congreso y el del pais bernardo arebalo engañadores al pueblo que pasa Nery Ramos,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@virgiliogarcia3039,hace 2 años,,0,False,,El pueblo ya estaba trankilo ya que segun decian les habian quitado el almuerzo a esos ladronasos pero me estoy dando cuenta que no el pueblo les estamos pagando un sueldo jugoso y todabia pagando sus comidas que desgracia que hase ese presidente del congreso y el del pais bernardo arebalo engañadores al pueblo que pasa Nery Ramos                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,False,0,el pueblo ya estaba trankilo ya que segun decian les habian quitado el almuerzo a esos ladronasos pero me estoy dando cuenta que no el pueblo les estamos pagando un sueldo jugoso y todabia pagando sus comidas que desgracia que hase ese presidente del congreso y el del pais bernardo arebalo engañadores al pueblo que pasa nery ramos,False,[],[],[],0,pueblo trankilo deciar habiar quitar almuerzo ladronaso dar pueblo pagar sueldo jugoso todabio pagar comida desgraciar har presidente congreso pais bernardo arebalo engañador pueblo pasar nery rir,"['pueblo', 'trankilo', 'deciar', 'habiar', 'quitar', 'almuerzo', 'ladronaso', 'dar', 'pueblo', 'pagar', 'sueldo', 'jugoso', 'todabio', 'pagar', 'comida', 'desgraciar', 'har', 'presidente', 'congreso', 'pais', 'bernardo', 'arebalo', 'engañador', 'pueblo', 'pasar', 'nery', 'rir']",1024,196,El pueblo ya estaba trankilo ya que segun decian les habian quitado el almuerzo a esos ladronasos pero me estoy dando cuenta que no el pueblo les estamos pagando un sueldo jugoso y todabia pagando sus comidas que desgracia que hase ese presidente del congreso y el del pais bernardo arebalo engañadores al pueblo que pasa Nery Ramos,classified,NEG,0.9751594066619873,0.02176239900290966,0.003078108886256814,71,False,0.9751594066619873,False,-0.9720812977757305,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
